id,url,index,confidence,xmin,ymin,xmax,ymax,w,h,ponies
2303561.png,https://derpicdn.net/img/view/2020/3/22/2303561.png,0,0.977521956,489,0,657,166,168,166,applejack
2303561.png,https://derpicdn.net/img/view/2020/3/22/2303561.png,1,0.971713543,154,0,382,197,228,197,applejack
2308620.png,https://derpicdn.net/img/view/2020/3/29/2308620.png,0,0.963493884,133,94,887,848,754,754,applejack
2314057.png,https://derpicdn.net/img/view/2020/4/4/2314057.png,0,0.999477148,383,0,995,586,612,586,applejack
2318904.png,https://derpicdn.net/img/view/2020/4/10/2318904.png,0,0.914322793,170,81,1262,1173,1092,1092,applejack
2323247.png,https://derpicdn.net/img/view/2020/4/15/2323247.png,0,0.953304172,333,29,1121,855,788,826,applejack
2342289.jpg,https://derpicdn.net/img/view/2020/5/7/2342289.jpg,0,0.96339947,0,1111,1845,3027,1845,1916,applejack
2343166.jpg,https://derpicdn.net/img/view/2020/5/8/2343166.jpg,0,0.980649352,16,0,634,572,618,572,applejack
2347649.png,https://derpicdn.net/img/view/2020/5/13/2347649.png,0,0.998251915,149,0,617,449,468,449,applejack
2353511.png,https://derpicdn.net/img/view/2020/5/20/2353511.png,0,0.989978015,351,175,1611,1435,1260,1260,applejack
2355752.png,https://derpicdn.net/img/view/2020/5/23/2355752.png,0,0.990928352,407,69,871,533,464,464,applejack
246541.png,https://derpicdn.net/img/view/2013/2/17/246541.png,0,0.993916571,0,117,744,993,744,876,applejack
25082.png,https://derpicdn.net/img/view/2012/6/29/25082.png,0,0.984876573,92,79,668,655,576,576,applejack
26472.jpg,https://derpicdn.net/img/view/2012/6/30/26472.jpg,0,0.988271236,157,21,479,343,322,322,applejack
2697.png,https://derpicdn.net/img/view/2012/1/29/2697.png,0,0.997792065,98,0,630,510,532,510,applejack
286472.jpg,https://derpicdn.net/img/view/2013/4/2/286472.jpg,0,0.986125052,0,0,408,370,408,370,applejack
323936.png,https://derpicdn.net/img/view/2013/5/13/323936.png,0,0.997804403,1538,148,2544,1154,1006,1006,applejack
328205.png,https://derpicdn.net/img/view/2013/5/18/328205.png,0,0.971684098,62,0,500,397,438,397,applejack
348271.png,https://derpicdn.net/img/view/2013/6/14/348271.png,0,0.999213636,343,33,779,469,436,436,applejack
350993.jpg,https://derpicdn.net/img/view/2013/6/17/350993.jpg,0,0.986388683,854,11,1136,293,282,282,applejack
350993.jpg,https://derpicdn.net/img/view/2013/6/17/350993.jpg,1,0.957547545,115,16,393,294,278,278,applejack
3708.jpg,https://derpicdn.net/img/view/2012/3/5/3708.jpg,0,0.987643242,0,0,1162,1173,1162,1173,applejack
465148.png,https://derpicdn.net/img/view/2013/11/5/465148.png,0,0.930256784,112,24,560,472,448,448,applejack
47318.png,https://derpicdn.net/img/view/2012/7/17/47318.png,0,0.922456384,24,0,288,246,264,246,applejack
480183.jpg,https://derpicdn.net/img/view/2013/11/24/480183.jpg,0,0.998187304,379,19,1057,697,678,678,applejack
499166.png,https://derpicdn.net/img/view/2013/12/17/499166.png,0,0.955281615,119,0,873,710,754,710,applejack
504776.png,https://derpicdn.net/img/view/2013/12/23/504776.png,0,0.996546149,201,23,569,391,368,368,applejack
516938.png,https://derpicdn.net/img/view/2014/1/6/516938.png,0,0.941333294,48,51,276,279,228,228,applejack
521661.png,https://derpicdn.net/img/view/2014/1/11/521661.png,0,0.992088616,120,41,408,329,288,288,applejack
534118.png,https://derpicdn.net/img/view/2014/1/25/534118.png,0,0.978168786,242,508,818,1084,576,576,applejack
536125.png,https://derpicdn.net/img/view/2014/1/27/536125.png,0,0.949097335,98,6,537,446,439,440,applejack
539205.png,https://derpicdn.net/img/view/2014/1/31/539205.png,0,0.951734662,0,0,356,295,356,295,applejack
549474.png,https://derpicdn.net/img/view/2014/2/11/549474.png,0,0.976883948,48,0,412,314,364,314,applejack
563844.jpg,https://derpicdn.net/img/view/2014/3/1/563844.jpg,0,0.998349071,171,21,443,293,272,272,applejack
566683.png,https://derpicdn.net/img/view/2014/3/4/566683.png,0,0.901391923,46,32,868,854,822,822,applejack
600422.png,https://derpicdn.net/img/view/2014/4/14/600422.png,0,0.98059237,77,0,561,475,484,475,applejack
602344.png,https://derpicdn.net/img/view/2014/4/17/602344.png,0,0.945915282,0,0,738,691,738,691,applejack
607846.jpg,https://derpicdn.net/img/view/2014/4/23/607846.jpg,0,0.997755885,737,83,1695,1041,958,958,applejack
610245.png,https://derpicdn.net/img/view/2014/4/26/610245.png,0,0.993214309,137,23,391,277,254,254,applejack
65211.png,https://derpicdn.net/img/view/2012/8/2/65211.png,0,0.907931864,0,20,474,558,474,538,applejack
664015.png,https://derpicdn.net/img/view/2014/6/29/664015.png,0,0.949269891,690,189,1366,865,676,676,applejack
667416.png,https://derpicdn.net/img/view/2014/7/4/667416.png,0,0.993326902,582,235,1470,1123,888,888,applejack
668668.png,https://derpicdn.net/img/view/2014/7/6/668668.png,0,0.971132159,4,0,370,362,366,362,applejack
679854.png,https://derpicdn.net/img/view/2014/7/21/679854.png,0,0.995403886,633,14,1315,696,682,682,applejack
682447.png,https://derpicdn.net/img/view/2014/7/24/682447.png,0,0.969081342,4,0,500,324,496,324,applejack
688676.png,https://derpicdn.net/img/view/2014/8/1/688676.png,0,0.984240592,402,232,1300,1152,898,920,applejack
719839.png,https://derpicdn.net/img/view/2014/9/11/719839.png,0,0.930343151,61,83,736,736,675,653,applejack
739144.jpg,https://derpicdn.net/img/view/2014/10/9/739144.jpg,0,0.984355748,0,79,548,681,548,602,applejack
755817.png,https://derpicdn.net/img/view/2014/11/2/755817.png,0,0.920317411,709,0,2541,1770,1832,1770,applejack
766324.png,https://derpicdn.net/img/view/2014/11/17/766324.png,0,0.996687353,269,56,651,438,382,382,applejack
770274.png,https://derpicdn.net/img/view/2014/11/23/770274.png,0,0.997832119,308,0,914,566,606,566,applejack
770414.png,https://derpicdn.net/img/view/2014/11/23/770414.png,0,0.990620494,110,37,436,363,326,326,applejack
84577.png,https://derpicdn.net/img/view/2012/8/28/84577.png,0,0.9871068,131,0,1669,1523,1538,1523,applejack
84691.jpg,https://derpicdn.net/img/view/2012/8/28/84691.jpg,0,0.998975337,533,112,909,488,376,376,applejack
850545.jpg,https://derpicdn.net/img/view/2015/3/16/850545.jpg,0,0.971970856,122,0,1856,1433,1734,1433,applejack
852845.png,https://derpicdn.net/img/view/2015/3/19/852845.png,0,0.99058795,83,0,1709,1504,1626,1504,applejack
878417.png,https://derpicdn.net/img/view/2015/4/20/878417.png,0,0.934644699,152,827,4400,5200,4248,4373,applejack
885396.png,https://derpicdn.net/img/view/2015/4/29/885396.png,0,0.985837102,126,0,790,600,664,600,applejack
943840.png,https://derpicdn.net/img/view/2015/7/25/943840.png,0,0.995337069,262,126,740,604,478,478,applejack
950446.png,https://derpicdn.net/img/view/2015/8/4/950446.png,0,0.99021858,149,0,651,480,502,480,applejack
960.jpg,https://derpicdn.net/img/view/2012/1/20/960.jpg,0,0.931288123,458,114,674,330,216,216,applejack
963539.png,https://derpicdn.net/img/view/2015/8/22/963539.png,0,0.942948163,1168,651,1770,1253,602,602,applejack
973400.png,https://derpicdn.net/img/view/2015/9/5/973400.png,0,0.997802377,696,0,1414,584,718,584,applejack
976105.png,https://derpicdn.net/img/view/2015/9/9/976105.png,0,0.951597452,203,0,917,704,714,704,applejack
1000103.jpeg,https://derpicdn.net/img/view/2015/10/11/1000103.jpeg,0,0.999489903,299,149,647,497,348,348,applejack
1005600.jpeg,https://derpicdn.net/img/view/2015/10/19/1005600.jpeg,0,0.994232655,638,138,2660,2160,2022,2022,applejack
1006804.jpeg,https://derpicdn.net/img/view/2015/10/21/1006804.jpeg,0,0.973742306,114,0,1000,926,886,926,applejack
1009689.jpeg,https://derpicdn.net/img/view/2015/10/25/1009689.jpeg,0,0.900056422,222,0,762,451,540,451,applejack
1011011.jpeg,https://derpicdn.net/img/view/2015/10/28/1011011.jpeg,0,0.97592485,1137,26,2411,1300,1274,1274,applejack
1011104.jpeg,https://derpicdn.net/img/view/2015/10/28/1011104.jpeg,0,0.994559288,63,0,607,490,544,490,applejack
1015289.jpeg,https://derpicdn.net/img/view/2015/11/3/1015289.jpeg,0,0.995516539,204,10,380,186,176,176,applejack
1017315.jpeg,https://derpicdn.net/img/view/2015/11/6/1017315.jpeg,0,0.994588971,702,0,1032,283,330,283,applejack
1021404.jpeg,https://derpicdn.net/img/view/2015/11/12/1021404.jpeg,0,0.999056518,516,0,1114,579,598,579,applejack
1023889.jpeg,https://derpicdn.net/img/view/2015/11/16/1023889.jpeg,0,0.980980277,988,0,1280,275,292,275,applejack
1023889.jpeg,https://derpicdn.net/img/view/2015/11/16/1023889.jpeg,1,0.968461871,689,0,955,240,266,240,applejack
1023889.jpeg,https://derpicdn.net/img/view/2015/11/16/1023889.jpeg,2,0.953815758,987,539,1259,811,272,272,applejack
1023889.jpeg,https://derpicdn.net/img/view/2015/11/16/1023889.jpeg,3,0.933642507,346,0,612,252,266,252,applejack
1025229.jpeg,https://derpicdn.net/img/view/2015/11/18/1025229.jpeg,0,0.998408914,102,21,500,419,398,398,applejack
1043344.jpeg,https://derpicdn.net/img/view/2015/12/13/1043344.jpeg,0,0.916447043,322,16,786,480,464,464,applejack
1046984.jpeg,https://derpicdn.net/img/view/2015/12/18/1046984.jpeg,0,0.948300183,739,12,1797,1070,1058,1058,applejack
1047177.jpeg,https://derpicdn.net/img/view/2015/12/18/1047177.jpeg,0,0.976260781,200,3,494,297,294,294,applejack
1049789.jpeg,https://derpicdn.net/img/view/2015/12/21/1049789.jpeg,0,0.999192834,1141,223,3007,2089,1866,1866,applejack
1051666.jpeg,https://derpicdn.net/img/view/2015/12/24/1051666.jpeg,0,0.995129585,553,0,907,328,354,328,applejack
1074859.jpeg,https://derpicdn.net/img/view/2016/1/27/1074859.jpeg,0,0.994217694,746,11,1690,955,944,944,applejack
1074995.jpeg,https://derpicdn.net/img/view/2016/1/27/1074995.jpeg,0,0.993464291,201,111,691,601,490,490,applejack
1082714.jpeg,https://derpicdn.net/img/view/2016/2/7/1082714.jpeg,0,0.972937286,898,445,1818,1365,920,920,applejack
1094451.jpeg,https://derpicdn.net/img/view/2016/2/22/1094451.jpeg,0,0.993020654,359,0,1469,1063,1110,1063,applejack
1098916.jpeg,https://derpicdn.net/img/view/2016/2/28/1098916.jpeg,0,0.904300153,304,532,674,902,370,370,applejack
1112050.jpeg,https://derpicdn.net/img/view/2016/3/19/1112050.jpeg,0,0.978981078,31,0,293,251,262,251,applejack
1113181.jpeg,https://derpicdn.net/img/view/2016/3/20/1113181.jpeg,0,0.965255737,0,208,2618,3068,2618,2860,applejack
1119062.jpeg,https://derpicdn.net/img/view/2016/3/28/1119062.jpeg,0,0.933272779,627,18,1025,416,398,398,applejack
1127004.jpeg,https://derpicdn.net/img/view/2016/4/7/1127004.jpeg,0,0.988283336,259,18,499,258,240,240,applejack
1140126.jpeg,https://derpicdn.net/img/view/2016/4/26/1140126.jpeg,0,0.982088208,364,122,932,690,568,568,applejack
1144706.jpeg,https://derpicdn.net/img/view/2016/5/2/1144706.jpeg,0,0.999243796,877,0,1631,747,754,747,applejack
1155221.jpeg,https://derpicdn.net/img/view/2016/5/16/1155221.jpeg,0,0.984384477,0,0,2300,2343,2300,2343,applejack
1158440.jpeg,https://derpicdn.net/img/view/2016/5/20/1158440.jpeg,0,0.994139254,1008,0,1600,573,592,573,applejack
1158440.jpeg,https://derpicdn.net/img/view/2016/5/20/1158440.jpeg,1,0.97212857,562,496,822,756,260,260,applejack
1174338.jpeg,https://derpicdn.net/img/view/2016/6/9/1174338.jpeg,0,0.91239816,405,0,935,487,530,487,applejack
1184650.jpeg,https://derpicdn.net/img/view/2016/6/22/1184650.jpeg,0,0.997350514,65,1000,377,1312,312,312,applejack
1184883.jpeg,https://derpicdn.net/img/view/2016/6/23/1184883.jpeg,0,0.992087543,214,286,506,578,292,292,applejack
1187314.jpeg,https://derpicdn.net/img/view/2016/6/26/1187314.jpeg,0,0.996733904,91,0,975,837,884,837,applejack
1188283.jpeg,https://derpicdn.net/img/view/2016/6/27/1188283.jpeg,0,0.971786201,467,8,969,510,502,502,applejack
1188714.jpeg,https://derpicdn.net/img/view/2016/6/28/1188714.jpeg,0,0.955919445,445,0,1171,710,726,710,applejack
1192519.jpeg,https://derpicdn.net/img/view/2016/7/3/1192519.jpeg,0,0.969879866,0,510,577,1106,577,596,applejack
1197763.jpeg,https://derpicdn.net/img/view/2016/7/10/1197763.jpeg,0,0.994278193,346,247,728,629,382,382,applejack
1203249.jpeg,https://derpicdn.net/img/view/2016/7/17/1203249.jpeg,0,0.934800088,306,0,1634,1311,1328,1311,applejack
1204988.jpeg,https://derpicdn.net/img/view/2016/7/20/1204988.jpeg,0,0.933226347,490,608,948,1066,458,458,applejack
1204988.jpeg,https://derpicdn.net/img/view/2016/7/20/1204988.jpeg,1,0.928706229,90,469,660,1039,570,570,applejack
1210868.jpeg,https://derpicdn.net/img/view/2016/7/28/1210868.jpeg,0,0.969213903,466,50,1282,866,816,816,applejack
1213693.jpeg,https://derpicdn.net/img/view/2016/7/31/1213693.jpeg,0,0.956413507,0,18,346,490,346,472,applejack
1216012.jpeg,https://derpicdn.net/img/view/2016/8/3/1216012.jpeg,0,0.981069505,76,1,452,377,376,376,applejack
1233866.jpeg,https://derpicdn.net/img/view/2016/8/26/1233866.jpeg,0,0.991071045,213,11,721,519,508,508,applejack
1234711.jpeg,https://derpicdn.net/img/view/2016/8/27/1234711.jpeg,0,0.997955203,2274,45,3594,1365,1320,1320,applejack
1238106.jpeg,https://derpicdn.net/img/view/2016/8/31/1238106.jpeg,0,0.96149826,32,0,1550,1080,1518,1080,applejack
1241455.jpeg,https://derpicdn.net/img/view/2016/9/4/1241455.jpeg,0,0.988866806,214,16,562,364,348,348,applejack
1242220.jpeg,https://derpicdn.net/img/view/2016/9/5/1242220.jpeg,0,0.989857137,195,9,553,367,358,358,applejack
1254372.jpeg,https://derpicdn.net/img/view/2016/9/20/1254372.jpeg,0,0.988737702,31,7,549,525,518,518,applejack
1258259.jpeg,https://derpicdn.net/img/view/2016/9/25/1258259.jpeg,0,0.919778883,369,0,1179,776,810,776,applejack
1262022.jpeg,https://derpicdn.net/img/view/2016/10/1/1262022.jpeg,0,0.983650684,106,0,436,313,330,313,applejack
1262412.jpeg,https://derpicdn.net/img/view/2016/10/1/1262412.jpeg,0,0.99327147,175,0,1051,860,876,860,applejack
1268015.jpeg,https://derpicdn.net/img/view/2016/10/8/1268015.jpeg,0,0.987133086,16,0,876,824,860,824,applejack
1268125.jpeg,https://derpicdn.net/img/view/2016/10/8/1268125.jpeg,0,0.958752036,7,0,577,555,570,555,applejack
1268698.jpeg,https://derpicdn.net/img/view/2016/10/9/1268698.jpeg,0,0.983355463,323,171,1689,1537,1366,1366,applejack
1268737.jpeg,https://derpicdn.net/img/view/2016/10/9/1268737.jpeg,0,0.988135934,146,0,1262,713,1116,713,applejack
1286959.jpeg,https://derpicdn.net/img/view/2016/11/2/1286959.jpeg,0,0.923287451,110,53,998,941,888,888,applejack
1289109.jpeg,https://derpicdn.net/img/view/2016/11/5/1289109.jpeg,0,0.971247256,224,9,452,237,228,228,applejack
1290362.jpeg,https://derpicdn.net/img/view/2016/11/7/1290362.jpeg,0,0.999135137,49,0,605,546,556,546,applejack
1292683.jpeg,https://derpicdn.net/img/view/2016/11/10/1292683.jpeg,0,0.991321325,167,58,2137,2028,1970,1970,applejack
1295468.jpeg,https://derpicdn.net/img/view/2016/11/14/1295468.jpeg,0,0.993312895,1410,399,1846,835,436,436,applejack
1300553.jpeg,https://derpicdn.net/img/view/2016/11/21/1300553.jpeg,0,0.99136728,0,0,429,404,429,404,applejack
1304720.jpeg,https://derpicdn.net/img/view/2016/11/27/1304720.jpeg,0,0.996964335,240,0,750,503,510,503,applejack
1306473.jpeg,https://derpicdn.net/img/view/2016/11/30/1306473.jpeg,0,0.997737348,485,17,945,477,460,460,applejack
1311044.jpeg,https://derpicdn.net/img/view/2016/12/6/1311044.jpeg,0,0.901388347,479,618,1575,1714,1096,1096,applejack
1312671.jpeg,https://derpicdn.net/img/view/2016/12/8/1312671.jpeg,0,0.99796772,356,0,966,607,610,607,applejack
1313238.jpeg,https://derpicdn.net/img/view/2016/12/9/1313238.jpeg,0,0.989026904,87,6,487,406,400,400,applejack
1331456.jpeg,https://derpicdn.net/img/view/2017/1/3/1331456.jpeg,0,0.994409084,440,25,790,375,350,350,applejack
1331852.jpeg,https://derpicdn.net/img/view/2017/1/4/1331852.jpeg,0,0.999344468,632,0,1790,1098,1158,1098,applejack
1340128.jpeg,https://derpicdn.net/img/view/2017/1/15/1340128.jpeg,0,0.997683644,2642,0,3640,962,998,962,applejack
1356398.jpeg,https://derpicdn.net/img/view/2017/2/6/1356398.jpeg,0,0.981139064,0,0,1395,1405,1395,1405,applejack
1359037.jpeg,https://derpicdn.net/img/view/2017/2/9/1359037.jpeg,0,0.982417285,291,0,1000,665,709,665,applejack
1359506.jpeg,https://derpicdn.net/img/view/2017/2/10/1359506.jpeg,0,0.998010933,368,0,1362,944,994,944,applejack
1370604.jpeg,https://derpicdn.net/img/view/2017/2/23/1370604.jpeg,0,0.985514522,494,0,1016,499,522,499,applejack
1380908.jpeg,https://derpicdn.net/img/view/2017/3/6/1380908.jpeg,0,0.961301029,0,0,591,618,591,618,applejack
1382756.jpeg,https://derpicdn.net/img/view/2017/3/9/1382756.jpeg,0,0.967495024,28,0,238,200,210,200,applejack
1396390.jpeg,https://derpicdn.net/img/view/2017/3/25/1396390.jpeg,0,0.993425488,474,0,1364,701,890,701,applejack
1406163.jpeg,https://derpicdn.net/img/view/2017/4/7/1406163.jpeg,0,0.994902074,460,1,800,341,340,340,applejack
1406587.jpeg,https://derpicdn.net/img/view/2017/4/8/1406587.jpeg,0,0.936339021,5464,1199,6700,2435,1236,1236,applejack
1407497.jpeg,https://derpicdn.net/img/view/2017/4/9/1407497.jpeg,0,0.971000075,481,0,1041,471,560,471,applejack
1411522.jpeg,https://derpicdn.net/img/view/2017/4/14/1411522.jpeg,0,0.996257067,276,0,680,401,404,401,applejack
1417938.jpeg,https://derpicdn.net/img/view/2017/4/22/1417938.jpeg,0,0.955516875,73,0,1241,1131,1168,1131,applejack
1422906.jpeg,https://derpicdn.net/img/view/2017/4/27/1422906.jpeg,0,0.956542671,114,0,658,541,544,541,applejack
1423370.jpeg,https://derpicdn.net/img/view/2017/4/28/1423370.jpeg,0,0.970121205,0,0,827,792,827,792,applejack
1424178.jpeg,https://derpicdn.net/img/view/2017/4/29/1424178.jpeg,0,0.997927308,275,332,557,614,282,282,applejack
1424499.jpeg,https://derpicdn.net/img/view/2017/4/29/1424499.jpeg,0,0.977068901,167,0,901,671,734,671,applejack
1427189.jpeg,https://derpicdn.net/img/view/2017/5/2/1427189.jpeg,0,0.944025099,2154,398,2918,1162,764,764,applejack
1427469.jpeg,https://derpicdn.net/img/view/2017/5/3/1427469.jpeg,0,0.927082241,0,0,856,837,856,837,applejack
1431275.jpeg,https://derpicdn.net/img/view/2017/5/7/1431275.jpeg,0,0.943367243,20,0,368,332,348,332,applejack
1433774.jpeg,https://derpicdn.net/img/view/2017/5/11/1433774.jpeg,0,0.984843731,26,14,1130,1118,1104,1104,applejack
1434309.jpeg,https://derpicdn.net/img/view/2017/5/11/1434309.jpeg,0,0.998862624,168,21,524,377,356,356,applejack
1435071.jpeg,https://derpicdn.net/img/view/2017/5/13/1435071.jpeg,0,0.97108078,320,35,664,379,344,344,applejack
1436953.jpeg,https://derpicdn.net/img/view/2017/5/15/1436953.jpeg,0,0.988144577,192,15,372,195,180,180,applejack
1440429.jpeg,https://derpicdn.net/img/view/2017/5/19/1440429.jpeg,0,0.993179977,93,0,2579,2415,2486,2415,applejack
1440519.jpeg,https://derpicdn.net/img/view/2017/5/19/1440519.jpeg,0,0.976298094,160,0,640,450,480,450,applejack
1443261.jpeg,https://derpicdn.net/img/view/2017/5/22/1443261.jpeg,0,0.99396044,192,55,854,717,662,662,applejack
1444479.jpeg,https://derpicdn.net/img/view/2017/5/24/1444479.jpeg,0,0.979885817,0,42,1317,1388,1317,1346,applejack
1454251.jpeg,https://derpicdn.net/img/view/2017/6/5/1454251.jpeg,0,0.9853369,205,0,509,300,304,300,applejack
1454380.jpeg,https://derpicdn.net/img/view/2017/6/5/1454380.jpeg,0,0.962890029,1930,0,3074,1105,1144,1105,applejack
1457659.jpeg,https://derpicdn.net/img/view/2017/6/9/1457659.jpeg,1,0.947585225,551,1574,1491,2514,940,940,applejack
1471048.jpeg,https://derpicdn.net/img/view/2017/6/25/1471048.jpeg,0,0.990138352,339,38,985,684,646,646,applejack
1471048.jpeg,https://derpicdn.net/img/view/2017/6/25/1471048.jpeg,1,0.973442256,0,518,513,1060,513,542,applejack
1472046.jpeg,https://derpicdn.net/img/view/2017/6/26/1472046.jpeg,1,0.947979629,0,0,328,267,328,267,applejack
1478212.jpeg,https://derpicdn.net/img/view/2017/7/4/1478212.jpeg,0,0.983863592,435,0,839,393,404,393,applejack
1482633.jpeg,https://derpicdn.net/img/view/2017/7/10/1482633.jpeg,0,0.9942379,413,98,719,404,306,306,applejack
1485353.jpeg,https://derpicdn.net/img/view/2017/7/13/1485353.jpeg,0,0.995585322,71,0,567,485,496,485,applejack
1485633.jpeg,https://derpicdn.net/img/view/2017/7/13/1485633.jpeg,0,0.935325086,413,0,1599,900,1186,900,applejack
1489259.jpeg,https://derpicdn.net/img/view/2017/7/18/1489259.jpeg,0,0.99463743,1000,0,1690,654,690,654,applejack
1489259.jpeg,https://derpicdn.net/img/view/2017/7/18/1489259.jpeg,1,0.991537213,328,0,1086,711,758,711,applejack
1489648.jpeg,https://derpicdn.net/img/view/2017/7/19/1489648.jpeg,0,0.995005131,694,282,1164,752,470,470,applejack
1495346.jpeg,https://derpicdn.net/img/view/2017/7/26/1495346.jpeg,0,0.947366893,0,2,800,1146,800,1144,applejack
1497762.jpeg,https://derpicdn.net/img/view/2017/7/29/1497762.jpeg,0,0.966829658,14,0,422,395,408,395,applejack
1507990.jpeg,https://derpicdn.net/img/view/2017/8/11/1507990.jpeg,0,0.996083021,63,0,833,719,770,719,applejack
1508117.jpeg,https://derpicdn.net/img/view/2017/8/11/1508117.jpeg,0,0.929951847,79,38,1817,1776,1738,1738,applejack
1516276.jpeg,https://derpicdn.net/img/view/2017/8/21/1516276.jpeg,0,0.99772197,387,111,667,391,280,280,applejack
1521174.jpeg,https://derpicdn.net/img/view/2017/8/27/1521174.jpeg,0,0.991355896,761,27,2921,2187,2160,2160,applejack
1522030.jpeg,https://derpicdn.net/img/view/2017/8/28/1522030.jpeg,0,0.991547942,357,0,3385,2924,3028,2924,applejack
1531006.jpeg,https://derpicdn.net/img/view/2017/9/8/1531006.jpeg,0,0.963718891,812,573,1740,1501,928,928,applejack
1535774.jpeg,https://derpicdn.net/img/view/2017/9/15/1535774.jpeg,0,0.97586751,724,688,992,956,268,268,applejack
1540253.jpeg,https://derpicdn.net/img/view/2017/9/20/1540253.jpeg,0,0.968744218,77,29,445,397,368,368,applejack
1547529.jpeg,https://derpicdn.net/img/view/2017/9/29/1547529.jpeg,0,0.999614716,358,138,1116,896,758,758,applejack
1549640.jpeg,https://derpicdn.net/img/view/2017/10/1/1549640.jpeg,0,0.904857516,126,224,690,788,564,564,applejack
1549967.jpeg,https://derpicdn.net/img/view/2017/10/2/1549967.jpeg,0,0.990315855,0,0,1198,1144,1198,1144,applejack
1550936.jpeg,https://derpicdn.net/img/view/2017/10/3/1550936.jpeg,0,0.911679626,258,52,628,422,370,370,applejack
1565737.jpeg,https://derpicdn.net/img/view/2017/10/20/1565737.jpeg,0,0.996350408,254,100,898,744,644,644,applejack
1566581.jpeg,https://derpicdn.net/img/view/2017/10/21/1566581.jpeg,0,0.995395422,784,1302,1060,1578,276,276,applejack
1568498.jpeg,https://derpicdn.net/img/view/2017/10/23/1568498.jpeg,0,0.992724478,0,139,831,1071,831,932,applejack
1568500.jpeg,https://derpicdn.net/img/view/2017/10/23/1568500.jpeg,0,0.996348083,480,188,932,640,452,452,applejack
1572724.jpeg,https://derpicdn.net/img/view/2017/10/29/1572724.jpeg,0,0.976637006,549,126,717,294,168,168,applejack
1572724.jpeg,https://derpicdn.net/img/view/2017/10/29/1572724.jpeg,1,0.97636342,165,22,357,214,192,192,applejack
1574349.jpeg,https://derpicdn.net/img/view/2017/10/31/1574349.jpeg,0,0.999786794,430,72,1002,644,572,572,applejack
1575025.jpeg,https://derpicdn.net/img/view/2017/11/1/1575025.jpeg,0,0.954786122,10,318,366,674,356,356,applejack
1580687.jpeg,https://derpicdn.net/img/view/2017/11/7/1580687.jpeg,0,0.968467951,61,0,1081,928,1020,928,applejack
1582284.jpeg,https://derpicdn.net/img/view/2017/11/9/1582284.jpeg,0,0.989055276,311,2,1197,888,886,886,applejack
1584086.jpeg,https://derpicdn.net/img/view/2017/11/11/1584086.jpeg,0,0.987544954,0,0,1354,1428,1354,1428,applejack
1590019.jpeg,https://derpicdn.net/img/view/2017/11/19/1590019.jpeg,0,0.989575267,108,517,874,1283,766,766,applejack
1594664.jpeg,https://derpicdn.net/img/view/2017/11/26/1594664.jpeg,0,0.996272624,35,73,487,525,452,452,applejack
1595327.jpeg,https://derpicdn.net/img/view/2017/11/27/1595327.jpeg,0,0.91804564,541,19,1571,1049,1030,1030,applejack
1595421.jpeg,https://derpicdn.net/img/view/2017/11/27/1595421.jpeg,0,0.930148423,47,0,600,553,553,553,applejack
1595898.jpeg,https://derpicdn.net/img/view/2017/11/28/1595898.jpeg,0,0.928796053,430,427,1120,1117,690,690,applejack
1600395.jpeg,https://derpicdn.net/img/view/2017/12/4/1600395.jpeg,0,0.999277234,413,59,1109,755,696,696,applejack
1600581.jpeg,https://derpicdn.net/img/view/2017/12/4/1600581.jpeg,0,0.943711758,158,0,2582,2195,2424,2195,applejack
1601975.jpeg,https://derpicdn.net/img/view/2017/12/6/1601975.jpeg,0,0.984476268,199,0,547,334,348,334,applejack
1603086.jpeg,https://derpicdn.net/img/view/2017/12/8/1603086.jpeg,0,0.989637017,1629,39,2723,1133,1094,1094,applejack
1603251.jpeg,https://derpicdn.net/img/view/2017/12/8/1603251.jpeg,0,0.980830193,0,244,778,1000,778,756,applejack
1603251.jpeg,https://derpicdn.net/img/view/2017/12/8/1603251.jpeg,1,0.917096972,166,131,1000,1000,834,869,applejack
1605099.jpeg,https://derpicdn.net/img/view/2017/12/11/1605099.jpeg,0,0.996875882,165,74,523,432,358,358,applejack
1605708.jpeg,https://derpicdn.net/img/view/2017/12/12/1605708.jpeg,0,0.961508512,169,2,361,194,192,192,applejack
1608562.jpeg,https://derpicdn.net/img/view/2017/12/15/1608562.jpeg,0,0.994533181,62,13,574,525,512,512,applejack
1613660.jpeg,https://derpicdn.net/img/view/2017/12/22/1613660.jpeg,0,0.965014756,0,0,751,670,751,670,applejack
1614825.jpeg,https://derpicdn.net/img/view/2017/12/24/1614825.jpeg,0,0.9697541,29,0,999,948,970,948,applejack
1618287.jpeg,https://derpicdn.net/img/view/2017/12/28/1618287.jpeg,0,0.951030314,356,119,640,403,284,284,applejack
1618751.jpeg,https://derpicdn.net/img/view/2017/12/29/1618751.jpeg,0,0.945498288,1251,573,1793,1115,542,542,applejack
1618751.jpeg,https://derpicdn.net/img/view/2017/12/29/1618751.jpeg,1,0.904337764,761,0,1649,859,888,859,applejack
1620028.jpeg,https://derpicdn.net/img/view/2017/12/30/1620028.jpeg,0,0.985712409,224,294,2544,2614,2320,2320,applejack
1623594.jpeg,https://derpicdn.net/img/view/2018/1/4/1623594.jpeg,0,0.987484932,1909,194,3291,1576,1382,1382,applejack
